prediction,pass_probability,fail_probability,risk_level,predicted_outcome,feature_min_score,feature_code_module_encoded,feature_avg_score,feature_is_unregistered,feature_num_assessments,actual_outcome,actual_outcome_label,correct_prediction,recommendation
0,0.0009989172872291,0.9990010827127708,High,Fail,60.0,5,76.0,1,0.0,0,Fail,1,"URGENT: Schedule immediate meeting, provide tutoring, monitor daily"
0,0.0010016740484009,0.998998325951599,High,Fail,60.0,5,76.0,1,0.0,0,Fail,1,"URGENT: Schedule immediate meeting, provide tutoring, monitor daily"
0,0.001003571269516,0.998996428730484,High,Fail,60.0,5,76.0,1,0.0,0,Fail,1,"URGENT: Schedule immediate meeting, provide tutoring, monitor daily"
0,0.001003571269516,0.998996428730484,High,Fail,60.0,5,76.0,1,0.0,0,Fail,1,"URGENT: Schedule immediate meeting, provide tutoring, monitor daily"
0,0.001003571269516,0.998996428730484,High,Fail,60.0,5,76.0,1,0.0,0,Fail,1,"URGENT: Schedule immediate meeting, provide tutoring, monitor daily"
0,0.001003571269516,0.998996428730484,High,Fail,60.0,5,76.0,1,0.0,0,Fail,1,"URGENT: Schedule immediate meeting, provide tutoring, monitor daily"
0,0.0010038605467515,0.9989961394532484,High,Fail,60.0,5,76.0,1,0.0,0,Fail,1,"URGENT: Schedule immediate meeting, provide tutoring, monitor daily"
0,0.0010046340100083,0.9989953659899916,High,Fail,77.0,6,77.0,1,1.0,0,Fail,1,"URGENT: Schedule immediate meeting, provide tutoring, monitor daily"
0,0.0010073621455799,0.99899263785442,High,Fail,65.0,1,73.0,1,3.0,0,Fail,1,"URGENT: Schedule immediate meeting, provide tutoring, monitor daily"
0,0.0010122899774739,0.998987710022526,High,Fail,60.0,5,76.0,1,0.0,0,Fail,1,"URGENT: Schedule immediate meeting, provide tutoring, monitor daily"
0,0.0010125715048503,0.9989874284951497,High,Fail,60.0,5,76.0,1,0.0,0,Fail,1,"URGENT: Schedule immediate meeting, provide tutoring, monitor daily"
0,0.0010126663856838,0.998987333614316,High,Fail,60.0,5,76.0,1,0.0,0,Fail,1,"URGENT: Schedule immediate meeting, provide tutoring, monitor daily"
0,0.0010153729263721,0.9989846270736278,High,Fail,58.0,5,72.33333333333333,1,3.0,0,Fail,1,"URGENT: Schedule immediate meeting, provide tutoring, monitor daily"
0,0.0010161125957498,0.99898388740425,High,Fail,60.0,5,76.0,1,0.0,0,Fail,1,"URGENT: Schedule immediate meeting, provide tutoring, monitor daily"
0,0.0010226152157131,0.9989773847842868,High,Fail,60.0,6,76.0,1,0.0,0,Fail,1,"URGENT: Schedule immediate meeting, provide tutoring, monitor daily"
0,0.0010230098970444,0.9989769901029556,High,Fail,82.0,5,85.33333333333333,1,3.0,0,Fail,1,"URGENT: Schedule immediate meeting, provide tutoring, monitor daily"
0,0.0010256023323155,0.9989743976676844,High,Fail,60.0,5,76.0,1,0.0,0,Fail,1,"URGENT: Schedule immediate meeting, provide tutoring, monitor daily"
0,0.0010271528252635,0.9989728471747364,High,Fail,86.0,0,86.0,1,1.0,0,Fail,1,"URGENT: Schedule immediate meeting, provide tutoring, monitor daily"
0,0.0010278909565105,0.9989721090434894,High,Fail,68.0,5,75.0,1,2.0,0,Fail,1,"URGENT: Schedule immediate meeting, provide tutoring, monitor daily"
0,0.0010294028921374,0.9989705971078624,High,Fail,78.0,5,83.0,1,3.0,0,Fail,1,"URGENT: Schedule immediate meeting, provide tutoring, monitor daily"
0,0.0010360650178562,0.9989639349821438,High,Fail,60.0,5,76.0,1,0.0,0,Fail,1,"URGENT: Schedule immediate meeting, provide tutoring, monitor daily"
0,0.0010360650178562,0.9989639349821438,High,Fail,60.0,5,76.0,1,0.0,0,Fail,1,"URGENT: Schedule immediate meeting, provide tutoring, monitor daily"
0,0.0010416573297676,0.9989583426702324,High,Fail,60.0,5,76.0,1,0.0,0,Fail,1,"URGENT: Schedule immediate meeting, provide tutoring, monitor daily"
0,0.0010418741859475,0.9989581258140524,High,Fail,60.0,5,76.0,1,0.0,0,Fail,1,"URGENT: Schedule immediate meeting, provide tutoring, monitor daily"
0,0.0010423993742817,0.9989576006257184,High,Fail,60.0,5,76.0,1,0.0,0,Fail,1,"URGENT: Schedule immediate meeting, provide tutoring, monitor daily"
0,0.0010431382677077,0.9989568617322924,High,Fail,60.0,6,76.0,1,0.0,0,Fail,1,"URGENT: Schedule immediate meeting, provide tutoring, monitor daily"
0,0.0010435464079525,0.9989564535920474,High,Fail,80.0,5,82.33333333333333,0,3.0,0,Fail,1,"URGENT: Schedule immediate meeting, provide tutoring, monitor daily"
0,0.0010446375810563,0.9989553624189436,High,Fail,91.0,3,91.0,1,1.0,0,Fail,1,"URGENT: Schedule immediate meeting, provide tutoring, monitor daily"
0,0.0010447504134084,0.9989552495865917,High,Fail,85.0,6,85.0,1,1.0,0,Fail,1,"URGENT: Schedule immediate meeting, provide tutoring, monitor daily"
0,0.0010450657258499,0.99895493427415,High,Fail,60.0,5,76.0,1,0.0,0,Fail,1,"URGENT: Schedule immediate meeting, provide tutoring, monitor daily"
0,0.0010453090921467,0.9989546909078532,High,Fail,60.0,5,76.0,1,0.0,0,Fail,1,"URGENT: Schedule immediate meeting, provide tutoring, monitor daily"
0,0.0010477509574473,0.9989522490425526,High,Fail,60.0,5,76.0,1,0.0,0,Fail,1,"URGENT: Schedule immediate meeting, provide tutoring, monitor daily"
0,0.0010489226087967,0.9989510773912031,High,Fail,64.0,5,77.0,1,2.0,0,Fail,1,"URGENT: Schedule immediate meeting, provide tutoring, monitor daily"
0,0.0010497353588453,0.9989502646411548,High,Fail,60.0,5,76.0,1,0.0,0,Fail,1,"URGENT: Schedule immediate meeting, provide tutoring, monitor daily"
0,0.0010497353588453,0.9989502646411548,High,Fail,60.0,5,76.0,1,0.0,0,Fail,1,"URGENT: Schedule immediate meeting, provide tutoring, monitor daily"
0,0.0010497353588453,0.9989502646411548,High,Fail,60.0,5,76.0,1,0.0,0,Fail,1,"URGENT: Schedule immediate meeting, provide tutoring, monitor daily"
0,0.0010497353588453,0.9989502646411548,High,Fail,60.0,5,76.0,1,0.0,0,Fail,1,"URGENT: Schedule immediate meeting, provide tutoring, monitor daily"
0,0.0010497353588453,0.9989502646411548,High,Fail,60.0,5,76.0,1,0.0,0,Fail,1,"URGENT: Schedule immediate meeting, provide tutoring, monitor daily"
0,0.0010497353588453,0.9989502646411548,High,Fail,60.0,5,76.0,1,0.0,0,Fail,1,"URGENT: Schedule immediate meeting, provide tutoring, monitor daily"
0,0.0010497353588453,0.9989502646411548,High,Fail,60.0,5,76.0,1,0.0,0,Fail,1,"URGENT: Schedule immediate meeting, provide tutoring, monitor daily"
0,0.0010506798081691,0.9989493201918308,High,Fail,65.0,5,72.33333333333333,1,6.0,0,Fail,1,"URGENT: Schedule immediate meeting, provide tutoring, monitor daily"
0,0.0010509253073983,0.9989490746926016,High,Fail,60.0,5,76.0,1,0.0,0,Fail,1,"URGENT: Schedule immediate meeting, provide tutoring, monitor daily"
0,0.0010520661513557,0.9989479338486442,High,Fail,63.0,1,81.5,1,2.0,0,Fail,1,"URGENT: Schedule immediate meeting, provide tutoring, monitor daily"
0,0.0010538531160678,0.998946146883932,High,Fail,60.0,5,76.0,1,0.0,0,Fail,1,"URGENT: Schedule immediate meeting, provide tutoring, monitor daily"
0,0.0010544158801916,0.9989455841198084,High,Fail,42.0,5,60.0,0,2.0,0,Fail,1,"URGENT: Schedule immediate meeting, provide tutoring, monitor daily"
0,0.001058024154216,0.998941975845784,High,Fail,62.0,5,68.0,1,2.0,0,Fail,1,"URGENT: Schedule immediate meeting, provide tutoring, monitor daily"
0,0.001058282187324,0.998941717812676,High,Fail,60.0,6,76.0,1,0.0,0,Fail,1,"URGENT: Schedule immediate meeting, provide tutoring, monitor daily"
0,0.0010592484050365,0.9989407515949634,High,Fail,60.0,5,76.0,1,0.0,0,Fail,1,"URGENT: Schedule immediate meeting, provide tutoring, monitor daily"
0,0.0010592484050365,0.9989407515949634,High,Fail,60.0,5,76.0,1,0.0,0,Fail,1,"URGENT: Schedule immediate meeting, provide tutoring, monitor daily"
0,0.0010592484050365,0.9989407515949634,High,Fail,60.0,5,76.0,1,0.0,0,Fail,1,"URGENT: Schedule immediate meeting, provide tutoring, monitor daily"
0,0.0010592484050365,0.9989407515949634,High,Fail,60.0,5,76.0,1,0.0,0,Fail,1,"URGENT: Schedule immediate meeting, provide tutoring, monitor daily"
0,0.001060813970975,0.9989391860290248,High,Fail,60.0,5,76.0,1,0.0,0,Fail,1,"URGENT: Schedule immediate meeting, provide tutoring, monitor daily"
0,0.0010622650897852,0.9989377349102148,High,Fail,60.0,6,76.0,1,0.0,0,Fail,1,"URGENT: Schedule immediate meeting, provide tutoring, monitor daily"
0,0.0010649749506392,0.9989350250493608,High,Fail,60.0,5,76.0,1,0.0,0,Fail,1,"URGENT: Schedule immediate meeting, provide tutoring, monitor daily"
0,0.0010649749506392,0.9989350250493608,High,Fail,60.0,5,76.0,1,0.0,0,Fail,1,"URGENT: Schedule immediate meeting, provide tutoring, monitor daily"
0,0.0010651874226899,0.99893481257731,High,Fail,60.0,5,76.0,1,0.0,0,Fail,1,"URGENT: Schedule immediate meeting, provide tutoring, monitor daily"
0,0.0010651874226899,0.99893481257731,High,Fail,60.0,5,76.0,1,0.0,0,Fail,1,"URGENT: Schedule immediate meeting, provide tutoring, monitor daily"
0,0.001068538956394,0.998931461043606,High,Fail,76.0,5,82.66666666666667,1,3.0,0,Fail,1,"URGENT: Schedule immediate meeting, provide tutoring, monitor daily"
0,0.0010751353223298,0.9989248646776702,High,Fail,60.0,6,76.0,1,0.0,0,Fail,1,"URGENT: Schedule immediate meeting, provide tutoring, monitor daily"
0,0.0010757441491061,0.9989242558508938,High,Fail,62.0,5,65.0,1,2.0,0,Fail,1,"URGENT: Schedule immediate meeting, provide tutoring, monitor daily"
0,0.0010787545113418,0.998921245488658,High,Fail,60.0,5,76.0,1,0.0,0,Fail,1,"URGENT: Schedule immediate meeting, provide tutoring, monitor daily"
0,0.0010806510980119,0.998919348901988,High,Fail,60.0,5,76.0,1,0.0,0,Fail,1,"URGENT: Schedule immediate meeting, provide tutoring, monitor daily"
0,0.0010811983256224,0.9989188016743776,High,Fail,60.0,5,76.0,1,0.0,0,Fail,1,"URGENT: Schedule immediate meeting, provide tutoring, monitor daily"
0,0.0010837221920138,0.9989162778079862,High,Fail,60.0,5,76.0,1,0.0,0,Fail,1,"URGENT: Schedule immediate meeting, provide tutoring, monitor daily"
0,0.0010841143977283,0.9989158856022716,High,Fail,66.0,5,73.6,1,5.0,0,Fail,1,"URGENT: Schedule immediate meeting, provide tutoring, monitor daily"
0,0.0010848541625695,0.9989151458374304,High,Fail,87.0,1,87.0,1,1.0,0,Fail,1,"URGENT: Schedule immediate meeting, provide tutoring, monitor daily"
0,0.0010889180695056,0.9989110819304944,High,Fail,18.0,5,53.0,1,2.0,0,Fail,1,"URGENT: Schedule immediate meeting, provide tutoring, monitor daily"
0,0.0010897164925626,0.9989102835074374,High,Fail,60.0,5,76.0,1,0.0,0,Fail,1,"URGENT: Schedule immediate meeting, provide tutoring, monitor daily"
0,0.0010897982801426,0.9989102017198572,High,Fail,60.0,5,76.0,1,0.0,0,Fail,1,"URGENT: Schedule immediate meeting, provide tutoring, monitor daily"
0,0.0010915154950238,0.9989084845049762,High,Fail,86.0,5,86.0,0,1.0,0,Fail,1,"URGENT: Schedule immediate meeting, provide tutoring, monitor daily"
0,0.0010923553212172,0.9989076446787828,High,Fail,60.0,6,76.0,1,0.0,0,Fail,1,"URGENT: Schedule immediate meeting, provide tutoring, monitor daily"
0,0.0010933275681683,0.9989066724318316,High,Fail,60.0,5,76.0,1,0.0,0,Fail,1,"URGENT: Schedule immediate meeting, provide tutoring, monitor daily"
0,0.0010933275681683,0.9989066724318316,High,Fail,60.0,5,76.0,1,0.0,0,Fail,1,"URGENT: Schedule immediate meeting, provide tutoring, monitor daily"
0,0.0010949434477973,0.9989050565522026,High,Fail,60.0,5,76.0,1,0.0,0,Fail,1,"URGENT: Schedule immediate meeting, provide tutoring, monitor daily"
0,0.001099436303247,0.998900563696753,High,Fail,76.0,5,81.5,1,4.0,0,Fail,1,"URGENT: Schedule immediate meeting, provide tutoring, monitor daily"
0,0.00110059832718,0.99889940167282,High,Fail,57.0,1,57.0,1,1.0,0,Fail,1,"URGENT: Schedule immediate meeting, provide tutoring, monitor daily"
0,0.0011006349641521,0.998899365035848,High,Fail,60.0,5,76.0,1,0.0,0,Fail,1,"URGENT: Schedule immediate meeting, provide tutoring, monitor daily"
0,0.001102003015099,0.9988979969849008,High,Fail,60.0,5,76.0,1,0.0,0,Fail,1,"URGENT: Schedule immediate meeting, provide tutoring, monitor daily"
0,0.0011032625984528,0.9988967374015472,High,Fail,71.0,1,71.0,1,1.0,0,Fail,1,"URGENT: Schedule immediate meeting, provide tutoring, monitor daily"
0,0.0011048657313925,0.9988951342686074,High,Fail,60.0,5,76.0,1,0.0,0,Fail,1,"URGENT: Schedule immediate meeting, provide tutoring, monitor daily"
0,0.0011055358703431,0.9988944641296568,High,Fail,60.0,5,76.0,1,0.0,0,Fail,1,"URGENT: Schedule immediate meeting, provide tutoring, monitor daily"
0,0.0011076942577028,0.9988923057422971,High,Fail,64.0,5,80.25,1,4.0,0,Fail,1,"URGENT: Schedule immediate meeting, provide tutoring, monitor daily"
0,0.0011130411281783,0.9988869588718216,High,Fail,82.0,5,85.33333333333333,1,3.0,0,Fail,1,"URGENT: Schedule immediate meeting, provide tutoring, monitor daily"
0,0.0011170048793889,0.998882995120611,High,Fail,60.0,5,76.0,1,0.0,0,Fail,1,"URGENT: Schedule immediate meeting, provide tutoring, monitor daily"
0,0.0011170048793889,0.998882995120611,High,Fail,60.0,5,76.0,1,0.0,0,Fail,1,"URGENT: Schedule immediate meeting, provide tutoring, monitor daily"
0,0.0011170048793889,0.998882995120611,High,Fail,60.0,5,76.0,1,0.0,0,Fail,1,"URGENT: Schedule immediate meeting, provide tutoring, monitor daily"
0,0.0011170048793889,0.998882995120611,High,Fail,60.0,5,76.0,1,0.0,0,Fail,1,"URGENT: Schedule immediate meeting, provide tutoring, monitor daily"
0,0.0011170048793889,0.998882995120611,High,Fail,60.0,5,76.0,1,0.0,0,Fail,1,"URGENT: Schedule immediate meeting, provide tutoring, monitor daily"
0,0.0011170048793889,0.998882995120611,High,Fail,60.0,5,76.0,1,0.0,0,Fail,1,"URGENT: Schedule immediate meeting, provide tutoring, monitor daily"
0,0.0011170648266716,0.9988829351733284,High,Fail,60.0,5,76.0,1,0.0,0,Fail,1,"URGENT: Schedule immediate meeting, provide tutoring, monitor daily"
0,0.0011192995245128,0.9988807004754872,High,Fail,70.0,5,80.33333333333333,1,6.0,0,Fail,1,"URGENT: Schedule immediate meeting, provide tutoring, monitor daily"
0,0.0011195058339632,0.9988804941660367,High,Fail,58.0,5,58.0,1,1.0,0,Fail,1,"URGENT: Schedule immediate meeting, provide tutoring, monitor daily"
0,0.0011204471314178,0.9988795528685822,High,Fail,60.0,5,76.0,1,0.0,0,Fail,1,"URGENT: Schedule immediate meeting, provide tutoring, monitor daily"
0,0.0011238659278066,0.9988761340721932,High,Fail,62.0,5,74.66666666666667,1,3.0,0,Fail,1,"URGENT: Schedule immediate meeting, provide tutoring, monitor daily"
0,0.0011264965257344,0.9988735034742656,High,Fail,76.0,5,86.0,0,2.0,0,Fail,1,"URGENT: Schedule immediate meeting, provide tutoring, monitor daily"
0,0.0011271268562039,0.998872873143796,High,Fail,60.0,5,76.0,1,0.0,0,Fail,1,"URGENT: Schedule immediate meeting, provide tutoring, monitor daily"
0,0.0011286190887867,0.9988713809112132,High,Fail,63.0,6,67.5,1,2.0,0,Fail,1,"URGENT: Schedule immediate meeting, provide tutoring, monitor daily"
0,0.0011287926329227,0.9988712073670772,High,Fail,60.0,5,76.0,1,0.0,0,Fail,1,"URGENT: Schedule immediate meeting, provide tutoring, monitor daily"
0,0.0011305336902214,0.9988694663097786,High,Fail,89.0,2,89.0,1,1.0,0,Fail,1,"URGENT: Schedule immediate meeting, provide tutoring, monitor daily"
0,0.0011311864612674,0.9988688135387326,High,Fail,60.0,6,76.0,1,0.0,0,Fail,1,"URGENT: Schedule immediate meeting, provide tutoring, monitor daily"
0,0.0011327290104999,0.9988672709895,High,Fail,60.0,5,76.0,1,0.0,0,Fail,1,"URGENT: Schedule immediate meeting, provide tutoring, monitor daily"
0,0.0011332199523572,0.9988667800476428,High,Fail,60.0,5,76.0,1,0.0,0,Fail,1,"URGENT: Schedule immediate meeting, provide tutoring, monitor daily"
0,0.0011342495852427,0.9988657504147572,High,Fail,60.0,5,76.0,1,0.0,0,Fail,1,"URGENT: Schedule immediate meeting, provide tutoring, monitor daily"
0,0.0011346410273124,0.9988653589726876,High,Fail,72.0,5,75.66666666666667,1,3.0,0,Fail,1,"URGENT: Schedule immediate meeting, provide tutoring, monitor daily"
0,0.0011359258766461,0.998864074123354,High,Fail,60.0,5,76.0,1,0.0,0,Fail,1,"URGENT: Schedule immediate meeting, provide tutoring, monitor daily"
0,0.0011368752552054,0.9988631247447946,High,Fail,60.0,5,76.0,1,0.0,0,Fail,1,"URGENT: Schedule immediate meeting, provide tutoring, monitor daily"
0,0.0011398289892816,0.9988601710107184,High,Fail,48.0,5,73.33333333333333,1,3.0,0,Fail,1,"URGENT: Schedule immediate meeting, provide tutoring, monitor daily"
0,0.0011418579061886,0.9988581420938112,High,Fail,60.0,5,76.0,1,0.0,0,Fail,1,"URGENT: Schedule immediate meeting, provide tutoring, monitor daily"
0,0.0011428115950197,0.9988571884049802,High,Fail,60.0,5,76.0,1,0.0,0,Fail,1,"URGENT: Schedule immediate meeting, provide tutoring, monitor daily"
0,0.0011428115950197,0.9988571884049802,High,Fail,60.0,5,76.0,1,0.0,0,Fail,1,"URGENT: Schedule immediate meeting, provide tutoring, monitor daily"
0,0.0011431627439929,0.998856837256007,High,Fail,18.0,5,44.0,0,3.0,0,Fail,1,"URGENT: Schedule immediate meeting, provide tutoring, monitor daily"
0,0.0011433219822754,0.9988566780177246,High,Fail,60.0,6,76.0,1,0.0,0,Fail,1,"URGENT: Schedule immediate meeting, provide tutoring, monitor daily"
0,0.0011434886972898,0.99885651130271,High,Fail,60.0,5,76.0,1,0.0,0,Fail,1,"URGENT: Schedule immediate meeting, provide tutoring, monitor daily"
0,0.0011434886972898,0.99885651130271,High,Fail,60.0,5,76.0,1,0.0,0,Fail,1,"URGENT: Schedule immediate meeting, provide tutoring, monitor daily"
0,0.0011435811329517,0.9988564188670482,High,Fail,60.0,6,76.0,1,0.0,0,Fail,1,"URGENT: Schedule immediate meeting, provide tutoring, monitor daily"
0,0.0011437013129017,0.9988562986870982,High,Fail,60.0,5,76.0,0,0.0,0,Fail,1,"URGENT: Schedule immediate meeting, provide tutoring, monitor daily"
0,0.0011453229636713,0.9988546770363288,High,Fail,0.0,2,0.0,1,1.0,0,Fail,1,"URGENT: Schedule immediate meeting, provide tutoring, monitor daily"
0,0.0011457545366633,0.9988542454633368,High,Fail,58.0,5,61.0,1,2.0,0,Fail,1,"URGENT: Schedule immediate meeting, provide tutoring, monitor daily"
0,0.0011468498613117,0.9988531501386884,High,Fail,60.0,6,76.0,1,0.0,0,Fail,1,"URGENT: Schedule immediate meeting, provide tutoring, monitor daily"
0,0.0011481128834624,0.9988518871165376,High,Fail,72.0,5,74.0,1,2.0,0,Fail,1,"URGENT: Schedule immediate meeting, provide tutoring, monitor daily"
0,0.001148861481033,0.9988511385189668,High,Fail,60.0,5,76.0,1,0.0,0,Fail,1,"URGENT: Schedule immediate meeting, provide tutoring, monitor daily"
0,0.0011491355129289,0.998850864487071,High,Fail,43.0,5,47.5,1,2.0,0,Fail,1,"URGENT: Schedule immediate meeting, provide tutoring, monitor daily"
0,0.0011537152139879,0.998846284786012,High,Fail,60.0,5,76.0,1,0.0,0,Fail,1,"URGENT: Schedule immediate meeting, provide tutoring, monitor daily"
0,0.0011550734704008,0.9988449265295992,High,Fail,68.0,5,68.0,1,1.0,0,Fail,1,"URGENT: Schedule immediate meeting, provide tutoring, monitor daily"
0,0.001155351056798,0.998844648943202,High,Fail,70.0,5,76.0,1,3.0,0,Fail,1,"URGENT: Schedule immediate meeting, provide tutoring, monitor daily"
0,0.0011583450814282,0.9988416549185718,High,Fail,60.0,5,76.0,1,0.0,0,Fail,1,"URGENT: Schedule immediate meeting, provide tutoring, monitor daily"
0,0.0011588120834221,0.9988411879165778,High,Fail,60.0,5,76.0,1,0.0,0,Fail,1,"URGENT: Schedule immediate meeting, provide tutoring, monitor daily"
0,0.0011636766346039,0.998836323365396,High,Fail,68.0,5,68.0,1,1.0,0,Fail,1,"URGENT: Schedule immediate meeting, provide tutoring, monitor daily"
0,0.0011641647685208,0.9988358352314792,High,Fail,60.0,5,76.0,1,0.0,0,Fail,1,"URGENT: Schedule immediate meeting, provide tutoring, monitor daily"
0,0.0011668296315067,0.9988331703684932,High,Fail,60.0,5,76.0,1,0.0,0,Fail,1,"URGENT: Schedule immediate meeting, provide tutoring, monitor daily"
0,0.0011678550023947,0.9988321449976052,High,Fail,25.0,3,25.0,1,1.0,0,Fail,1,"URGENT: Schedule immediate meeting, provide tutoring, monitor daily"
0,0.0011682842961096,0.9988317157038904,High,Fail,60.0,5,76.0,1,0.0,0,Fail,1,"URGENT: Schedule immediate meeting, provide tutoring, monitor daily"
0,0.0011762649635224,0.9988237350364776,High,Fail,60.0,5,76.0,1,0.0,0,Fail,1,"URGENT: Schedule immediate meeting, provide tutoring, monitor daily"
0,0.0011774370407212,0.9988225629592788,High,Fail,66.0,5,75.0,1,4.0,0,Fail,1,"URGENT: Schedule immediate meeting, provide tutoring, monitor daily"
0,0.0011793199085454,0.9988206800914546,High,Fail,60.0,5,76.0,1,0.0,0,Fail,1,"URGENT: Schedule immediate meeting, provide tutoring, monitor daily"
0,0.001179934180719,0.998820065819281,High,Fail,60.0,6,76.0,1,0.0,0,Fail,1,"URGENT: Schedule immediate meeting, provide tutoring, monitor daily"
0,0.0011851870669478,0.9988148129330522,High,Fail,40.0,5,40.0,0,1.0,0,Fail,1,"URGENT: Schedule immediate meeting, provide tutoring, monitor daily"
0,0.0011890714875047,0.9988109285124952,High,Fail,80.0,5,85.0,1,4.0,0,Fail,1,"URGENT: Schedule immediate meeting, provide tutoring, monitor daily"
0,0.0011892117729845,0.9988107882270154,High,Fail,60.0,5,76.0,1,0.0,0,Fail,1,"URGENT: Schedule immediate meeting, provide tutoring, monitor daily"
0,0.0011941614325423,0.9988058385674576,High,Fail,56.0,5,60.0,1,2.0,0,Fail,1,"URGENT: Schedule immediate meeting, provide tutoring, monitor daily"
0,0.0011978163701391,0.9988021836298608,High,Fail,55.0,5,75.0,1,3.0,0,Fail,1,"URGENT: Schedule immediate meeting, provide tutoring, monitor daily"
0,0.0011989505882936,0.9988010494117064,High,Fail,40.0,5,63.0,0,2.0,0,Fail,1,"URGENT: Schedule immediate meeting, provide tutoring, monitor daily"
0,0.0011999872818414,0.9988000127181584,High,Fail,60.0,5,76.0,1,0.0,0,Fail,1,"URGENT: Schedule immediate meeting, provide tutoring, monitor daily"
0,0.0012022445700738,0.998797755429926,High,Fail,60.0,5,76.0,1,0.0,0,Fail,1,"URGENT: Schedule immediate meeting, provide tutoring, monitor daily"
0,0.0012129230081521,0.9987870769918478,High,Fail,87.0,5,92.33333333333331,1,3.0,0,Fail,1,"URGENT: Schedule immediate meeting, provide tutoring, monitor daily"
0,0.0012191938663072,0.9987808061336928,High,Fail,100.0,1,100.0,1,1.0,0,Fail,1,"URGENT: Schedule immediate meeting, provide tutoring, monitor daily"
0,0.0012195788169297,0.9987804211830704,High,Fail,58.0,5,71.0,1,2.0,0,Fail,1,"URGENT: Schedule immediate meeting, provide tutoring, monitor daily"
0,0.0012201134877924,0.9987798865122076,High,Fail,60.0,6,76.0,1,0.0,0,Fail,1,"URGENT: Schedule immediate meeting, provide tutoring, monitor daily"
0,0.0012213489170877,0.9987786510829124,High,Fail,45.0,5,55.0,1,3.0,0,Fail,1,"URGENT: Schedule immediate meeting, provide tutoring, monitor daily"
0,0.0012216830692519,0.998778316930748,High,Fail,60.0,5,76.0,1,0.0,0,Fail,1,"URGENT: Schedule immediate meeting, provide tutoring, monitor daily"
0,0.00122509119448,0.99877490880552,High,Fail,60.0,5,76.0,1,0.0,0,Fail,1,"URGENT: Schedule immediate meeting, provide tutoring, monitor daily"
0,0.0012257450019574,0.9987742549980424,High,Fail,60.0,5,76.0,1,0.0,0,Fail,1,"URGENT: Schedule immediate meeting, provide tutoring, monitor daily"
0,0.0012290685476702,0.9987709314523298,High,Fail,60.0,6,76.0,1,0.0,0,Fail,1,"URGENT: Schedule immediate meeting, provide tutoring, monitor daily"
0,0.0012290685476702,0.9987709314523298,High,Fail,60.0,6,76.0,1,0.0,0,Fail,1,"URGENT: Schedule immediate meeting, provide tutoring, monitor daily"
0,0.0012323473782837,0.9987676526217162,High,Fail,60.0,5,76.0,1,0.0,0,Fail,1,"URGENT: Schedule immediate meeting, provide tutoring, monitor daily"
0,0.0012323473782837,0.9987676526217162,High,Fail,60.0,5,76.0,1,0.0,0,Fail,1,"URGENT: Schedule immediate meeting, provide tutoring, monitor daily"
0,0.0012323473782837,0.9987676526217162,High,Fail,60.0,5,76.0,1,0.0,0,Fail,1,"URGENT: Schedule immediate meeting, provide tutoring, monitor daily"
0,0.0012323473782837,0.9987676526217162,High,Fail,60.0,5,76.0,1,0.0,0,Fail,1,"URGENT: Schedule immediate meeting, provide tutoring, monitor daily"
0,0.001232641273129,0.998767358726871,High,Fail,100.0,1,100.0,1,1.0,0,Fail,1,"URGENT: Schedule immediate meeting, provide tutoring, monitor daily"
0,0.001232694675162,0.998767305324838,High,Fail,60.0,5,76.0,1,0.0,0,Fail,1,"URGENT: Schedule immediate meeting, provide tutoring, monitor daily"
0,0.0012348938775162,0.9987651061224838,High,Fail,52.0,1,52.0,1,1.0,0,Fail,1,"URGENT: Schedule immediate meeting, provide tutoring, monitor daily"
0,0.0012392836152463,0.9987607163847536,High,Fail,93.0,3,93.0,1,1.0,0,Fail,1,"URGENT: Schedule immediate meeting, provide tutoring, monitor daily"
0,0.0012397170782756,0.9987602829217244,High,Fail,60.0,1,76.0,1,0.0,0,Fail,1,"URGENT: Schedule immediate meeting, provide tutoring, monitor daily"
0,0.0012433919243109,0.998756608075689,High,Fail,40.0,5,66.66666666666667,1,3.0,0,Fail,1,"URGENT: Schedule immediate meeting, provide tutoring, monitor daily"
0,0.001248358540249,0.9987516414597508,High,Fail,60.0,6,60.0,1,1.0,0,Fail,1,"URGENT: Schedule immediate meeting, provide tutoring, monitor daily"
0,0.00125722487487,0.99874277512513,High,Fail,34.0,5,34.0,0,1.0,0,Fail,1,"URGENT: Schedule immediate meeting, provide tutoring, monitor daily"
0,0.001259371558602,0.998740628441398,High,Fail,55.0,5,69.66666666666667,1,3.0,0,Fail,1,"URGENT: Schedule immediate meeting, provide tutoring, monitor daily"
0,0.0012618633283301,0.99873813667167,High,Fail,100.0,1,100.0,1,1.0,0,Fail,1,"URGENT: Schedule immediate meeting, provide tutoring, monitor daily"
0,0.0012620918086,0.9987379081914,High,Fail,60.0,5,76.0,1,0.0,0,Fail,1,"URGENT: Schedule immediate meeting, provide tutoring, monitor daily"
0,0.0012622766798379,0.998737723320162,High,Fail,60.0,5,76.0,1,0.0,0,Fail,1,"URGENT: Schedule immediate meeting, provide tutoring, monitor daily"
0,0.0012625438042232,0.9987374561957768,High,Fail,60.0,1,76.0,1,0.0,0,Fail,1,"URGENT: Schedule immediate meeting, provide tutoring, monitor daily"
